Sr#,Category Id,Name,Path,Synonyms
3837,10002449,Other Jarred Food,Groceries/Canned Dry & Packaged Foods/Jarred Food/Other Jarred Food,
3838,10002450,Instant Noodles,Groceries/Canned Dry & Packaged Foods/Instant & Ready to Eat/Instant Noodles,
3839,10002451,Instant Pasta,Groceries/Canned Dry & Packaged Foods/Instant & Ready to Eat/Instant Pasta,
3840,10002452,Instant Soup,Groceries/Canned Dry & Packaged Foods/Instant & Ready to Eat/Instant Soup,
3841,10002453,Instant Porridge,Groceries/Canned Dry & Packaged Foods/Instant & Ready to Eat/Instant Porridge,
3842,10002454,Ready to Eat,Groceries/Canned Dry & Packaged Foods/Instant & Ready to Eat/Ready to Eat,
3843,10002455,Beans & Chickpeas,Groceries/Canned Dry & Packaged Foods/Grains Beans &Pulses/Beans & Chickpeas,
3844,10002456,Cous Cous,Groceries/Canned Dry & Packaged Foods/Grains Beans &Pulses/Cous Cous,
3845,10002457,Grains,Groceries/Canned Dry & Packaged Foods/Grains Beans &Pulses/Grains,
3846,10002458,Lentils,Groceries/Canned Dry & Packaged Foods/Grains Beans &Pulses/Lentils,
3847,10002459,Chinese Dried Goods,Groceries/Canned Dry & Packaged Foods/Dried Goods/Chinese Dried Goods,
3848,10002460,Cooked Meat,Groceries/Canned Dry & Packaged Foods/Dried Goods/Cooked Meat,
3849,10002461,Dried Fruit Nuts,Groceries/Canned Dry & Packaged Foods/Dried Goods/Dried Fruit Nuts,
3850,10002462,Seaweed,Groceries/Canned Dry & Packaged Foods/Dried Goods/Seaweed,
3851,10002463,Canned Fish,Groceries/Canned Dry & Packaged Foods/Canned Food/Canned Fish,
3852,10002464,Canned Fruit,Groceries/Canned Dry & Packaged Foods/Canned Food/Canned Fruit,
3853,10002465,Canned Meat,Groceries/Canned Dry & Packaged Foods/Canned Food/Canned Meat,
3854,10002466,Canned Soup & Pasta,Groceries/Canned Dry & Packaged Foods/Canned Food/Canned Soup & Pasta,
3855,10002467,Canned Vegetables,Groceries/Canned Dry & Packaged Foods/Canned Food/Canned Vegetables,
3856,10002468,Flavoured Water,Groceries/Beverages/Water/Flavoured Water,
3857,10002469,Sparkling Water,Groceries/Beverages/Water/Sparkling Water,
3858,10002470,Still Water,Groceries/Beverages/Water/Still Water,
3859,10002471,Condensed Milk,Groceries/Beverages/UHT Milk & Milk Powder/Condensed Milk,
3860,10002472,Creamer,Groceries/Beverages/UHT Milk & Milk Powder/Creamer,
3861,10002473,Flavoured Milk,Groceries/Beverages/UHT Milk & Milk Powder/Flavoured Milk,
3862,10002474,Milk Powder,Groceries/Beverages/UHT Milk & Milk Powder/Milk Powder,
3863,10002475,Soy Powder,Groceries/Beverages/UHT Milk & Milk Powder/Soy Powder,
3864,10002476,UHT Dairy Free,Groceries/Beverages/UHT Milk & Milk Powder/UHT Dairy Free,
3865,10002477,UHT Milk,Groceries/Beverages/UHT Milk & Milk Powder/UHT Milk,
3866,10002478,UHT Soy,Groceries/Beverages/UHT Milk & Milk Powder/UHT Soy,
3867,10002479,Asian Health Drinks,Groceries/Beverages/Soft Drinks/Asian Health Drinks,
3868,10002480,Cordials & Powder Mixes,Groceries/Beverages/Soft Drinks/Cordials & Powder Mixes,
3869,10002481,Carbonated Soft Drinks,Groceries/Beverages/Soft Drinks/Carbonated Soft Drinks,
3870,10002482,Iced Tea,Groceries/Beverages/Soft Drinks/Iced Tea,
3871,10002483,Sports & Energy Drinks,Groceries/Beverages/Soft Drinks/Sports & Energy Drinks,
3872,10002484,Juice Drinks,Groceries/Beverages/Juices/Juice Drinks,
3873,10002485,Coconut Water,Groceries/Beverages/Juices/Coconut Water,
3874,10002486,Cakes,Groceries/Bakery/Cakes & Sweet Pies/Cakes,
3875,10002487,Fruit Loaves & Scones,Groceries/Bakery/Cakes & Sweet Pies/Fruit Loaves & Scones,
3876,10002488,Cookies & Brownies,Groceries/Bakery/Cakes & Sweet Pies/Cookies & Brownies,
3877,10002489,SweetPies,Groceries/Bakery/Cakes & Sweet Pies/SweetPies,
3878,10002490,Croissants & Brioche,Groceries/Bakery/Breakfast & Treats/Croissants & Brioche,
3879,10002491,Muffins,Groceries/Bakery/Breakfast & Treats/Muffins,
3880,10002492,Pancakes,Groceries/Bakery/Breakfast & Treats/Pancakes,
3881,10002493,Pastries & Scones,Groceries/Bakery/Breakfast & Treats/Pastries & Scones,
3882,10002494,Bagels & Pretzels,Groceries/Bakery/Bread/Bagels & Pretzels,
3883,10002495,Bread Rolls &Buns,Groceries/Bakery/Bread/Bread Rolls &Buns,
3884,10002496,Cream Rolls,Groceries/Bakery/Bread/Cream Rolls,
3885,10002497,Loaves & Artisanal Breads,Groceries/Bakery/Bread/Loaves & Artisanal Breads,
3886,10002498,Prebaked Bread,Groceries/Bakery/Bread/Prebaked Bread,
3887,10002499,Sliced Bread,Groceries/Bakery/Bread/Sliced Bread,
3888,10002500,Variety Buns,Groceries/Bakery/Bread/Variety Buns,
3889,10002501,"Wraps, Pitta & Naan","Groceries/Bakery/Bread/Wraps, Pitta & Naan",
3890,10002502,Yogurt,Groceries/Dairy & Chilled/Yoghurt/Yogurt,
3891,10002503,Yoghurt Drinks,Groceries/Dairy & Chilled/Yoghurt/Yoghurt Drinks,
3892,10002504,Butter,Groceries/Dairy & Chilled/Milk Butter & Eggs/Butter,
3893,10002505,Margarine & Spread,Groceries/Dairy & Chilled/Milk Butter & Eggs/Margarine & Spread,
3894,10002506,Cream,Groceries/Dairy & Chilled/Milk Butter & Eggs/Cream,
3895,10002507,Cultured Milk,Groceries/Dairy & Chilled/Milk Butter & Eggs/Cultured Milk,
3896,10002508,Eggs,Groceries/Dairy & Chilled/Milk Butter & Eggs/Eggs,
3897,10002509,Fresh Milk,Groceries/Dairy & Chilled/Milk Butter & Eggs/Fresh Milk,
3898,10002510,Soy & Dairy Free Milk,Groceries/Dairy & Chilled/Milk Butter & Eggs/Soy & Dairy Free Milk,
3899,10002511,Chilled Coffee,Groceries/Dairy & Chilled/Chilled Drinks/Chilled Coffee,
3900,10002513,Coconut,Groceries/Dairy & Chilled/Chilled Drinks/Coconut,
3901,10002514,Cold Pressed Juice,Groceries/Dairy & Chilled/Chilled Drinks/Cold Pressed Juice,
3902,10002515,Fresh Apple Juice,Groceries/Dairy & Chilled/Chilled Drinks/Fresh Apple Juice,
3903,10002516,Fresh Orange Juice,Groceries/Dairy & Chilled/Chilled Drinks/Fresh Orange Juice,
3904,10002517,Other Drinks,Groceries/Dairy & Chilled/Chilled Drinks/Other Drinks,
3905,10002518,Other Fresh Fruit Juice,Groceries/Dairy & Chilled/Chilled Drinks/Other Fresh Fruit Juice,
3906,10002519,Shakes And Smoothies,Groceries/Dairy & Chilled/Chilled Drinks/Shakes And Smoothies,
3907,10002520,Cakes,Groceries/Dairy & Chilled/Desserts/Cakes,
3908,10002521,Cheese Cakes,Groceries/Dairy & Chilled/Desserts/Cheese Cakes,
3909,10002522,Chocolates,Groceries/Dairy & Chilled/Desserts/Chocolates,
3910,10002523,Jelly Pudding & Custard,Groceries/Dairy & Chilled/Desserts/Jelly Pudding & Custard,
3911,10002524,Ready-to-Roll Pastry,Groceries/Dairy & Chilled/Desserts/Ready-to-Roll Pastry,
3912,10002525,Soy Dessert,Groceries/Dairy & Chilled/Desserts/Soy Dessert,
3913,10002526,Sweet Pastries,Groceries/Dairy & Chilled/Desserts/Sweet Pastries,
3914,10002527,Sweet Soups,Groceries/Dairy & Chilled/Desserts/Sweet Soups,
3915,10002528,Others,Groceries/Dairy & Chilled/Desserts/Others,
3916,10002529,Antipasti,Groceries/Dairy & Chilled/Deli/Antipasti,
3917,10002530,Deli Meat,Groceries/Dairy & Chilled/Deli/Deli Meat,
3918,10002531,Dips,Groceries/Dairy & Chilled/Deli/Dips,
3919,10002532,Ethnic,Groceries/Dairy & Chilled/Deli/Ethnic,
3920,10002533,Asian Pastes & Sauces,Groceries/Dairy & Chilled/Cooking Ingredients/Asian Pastes & Sauces,
3921,10002534,Coconut,Groceries/Dairy & Chilled/Cooking Ingredients/Coconut,
3922,10002535,Garlic & Shallots,Groceries/Dairy & Chilled/Cooking Ingredients/Garlic & Shallots,
3923,10002536,Home Baking,Groceries/Dairy & Chilled/Cooking Ingredients/Home Baking,
3924,10002537,Ready to Roll Pastry,Groceries/Dairy & Chilled/Cooking Ingredients/Ready to Roll Pastry,
3925,10002538,Seasoning,Groceries/Dairy & Chilled/Cooking Ingredients/Seasoning,
3926,10002539,Stock Gravy & Broth,Groceries/Dairy & Chilled/Cooking Ingredients/Stock Gravy & Broth,
3927,10002540,Dim Sum,Groceries/Dairy & Chilled/Convenience Foods/Dim Sum,
3928,10002541,Fresh Pasta & Sauce,Groceries/Dairy & Chilled/Convenience Foods/Fresh Pasta & Sauce,
3929,10002542,Mock Meat & Seafood,Groceries/Dairy & Chilled/Convenience Foods/Mock Meat & Seafood,
3930,10002544,Ready Meals,Groceries/Dairy & Chilled/Convenience Foods/Ready Meals,
3931,10002545,Pickles & Chutneys,Groceries/Dairy & Chilled/Convenience Foods/Pickles & Chutneys,
3932,10002547,Aloe Vera,Groceries/Fresh Products/Fresh Vegetables/Aloe Vera,
3933,10002548,Asparagus,Groceries/Fresh Products/Fresh Vegetables/Asparagus,
3934,10002549,Avocados,Groceries/Fresh Products/Fresh Vegetables/Avocados,
3935,10002550,Baby Vegetables & Edible Flowers,Groceries/Fresh Products/Fresh Vegetables/Baby Vegetables & Edible Flowers,
3936,10002551,Beans,Groceries/Fresh Products/Fresh Vegetables/Beans,
3937,10002552,Brinjal,Groceries/Fresh Products/Fresh Vegetables/Brinjal,
3938,10002553,Broccoli,Groceries/Fresh Products/Fresh Vegetables/Broccoli,
3939,10002554,Brussel Sprouts,Groceries/Fresh Products/Fresh Vegetables/Brussel Sprouts,
3940,10002555,Cabbage,Groceries/Fresh Products/Fresh Vegetables/Cabbage,
3941,10002556,Capsicums,Groceries/Fresh Products/Fresh Vegetables/Capsicums,
3942,10002557,Cauliflower,Groceries/Fresh Products/Fresh Vegetables/Cauliflower,
3943,10002558,Celery,Groceries/Fresh Products/Fresh Vegetables/Celery,
3944,10002559,Chillies,Groceries/Fresh Products/Fresh Vegetables/Chillies,
3945,10002560,Courgettes,Groceries/Fresh Products/Fresh Vegetables/Courgettes,
3946,10002561,Cucumber,Groceries/Fresh Products/Fresh Vegetables/Cucumber,
3947,10002562,Endives,Groceries/Fresh Products/Fresh Vegetables/Endives,
3948,10002563,Fennel,Groceries/Fresh Products/Fresh Vegetables/Fennel,
3949,10002564,Okra,Groceries/Fresh Products/Fresh Vegetables/Okra,
3950,10002565,Leeks,Groceries/Fresh Products/Fresh Vegetables/Leeks,
3951,10002566,Lettuce,Groceries/Fresh Products/Fresh Vegetables/Lettuce,
3952,10002567,Mixed,Groceries/Fresh Products/Fresh Vegetables/Mixed,
3953,10002568,Peas,Groceries/Fresh Products/Fresh Vegetables/Peas,
3954,10002569,Preserved Vegetables,Groceries/Fresh Products/Fresh Vegetables/Preserved Vegetables,
3955,10002570,Spring Onions,Groceries/Fresh Products/Fresh Vegetables/Spring Onions,
3956,10002571,Sprouts Microgreens,Groceries/Fresh Products/Fresh Vegetables/Sprouts Microgreens,
3957,10002572,Sweet Corn,Groceries/Fresh Products/Fresh Vegetables/Sweet Corn,
3958,10002573,Tomatoes,Groceries/Fresh Products/Fresh Vegetables/Tomatoes,
3959,10002574,Beetroot,Groceries/Fresh Products/Fresh Vegetables/Beetroot,
3960,10002575,Garlic,Groceries/Fresh Products/Fresh Vegetables/Garlic,
3961,10002576,Ginger,Groceries/Fresh Products/Fresh Vegetables/Ginger,
3962,10002577,Gourds,Groceries/Fresh Products/Fresh Vegetables/Gourds,
3963,10002578,LotusRoot,Groceries/Fresh Products/Fresh Vegetables/LotusRoot,
3964,10002579,Nuts,Groceries/Fresh Products/Fresh Vegetables/Nuts,
3965,10002580,Onions,Groceries/Fresh Products/Fresh Vegetables/Onions,
3966,10002581,Parsnips,Groceries/Fresh Products/Fresh Vegetables/Parsnips,
3967,10002582,Potatoes,Groceries/Fresh Products/Fresh Vegetables/Potatoes,
3968,10002583,Pumpkin & Squash,Groceries/Fresh Products/Fresh Vegetables/Pumpkin & Squash,
3969,10002584,Radish,Groceries/Fresh Products/Fresh Vegetables/Radish,
3970,10002585,Roots,Groceries/Fresh Products/Fresh Vegetables/Roots,
3971,10002586,Sweet Potatoes,Groceries/Fresh Products/Fresh Vegetables/Sweet Potatoes,
3972,10002587,Turnip,Groceries/Fresh Products/Fresh Vegetables/Turnip,
3973,10002588,Yams,Groceries/Fresh Products/Fresh Vegetables/Yams,
3974,10002589,Carrots & Root Vegetables,Groceries/Fresh Products/Fresh Vegetables/Carrots & Root Vegetables,
3975,10002590,Leafy Vegetables,Groceries/Fresh Products/Fresh Vegetables/Leafy Vegetables,
3976,10002591,"Peas, Beans & Sweetcorn","Groceries/Fresh Products/Fresh Vegetables/Peas, Beans & Sweetcorn",
3977,10002592,Apples,Groceries/Fresh Products/Fresh Fruit/Apples,
3978,10002593,Bananas,Groceries/Fresh Products/Fresh Fruit/Bananas,
3979,10002594,Citrus,Groceries/Fresh Products/Fresh Fruit/Citrus,
3980,10002595,Pears,Groceries/Fresh Products/Fresh Fruit/Pears,
3981,10002596,Stonefruits,Groceries/Fresh Products/Fresh Fruit/Stonefruits,
3982,10002597,Berries,Groceries/Fresh Products/Fresh Fruit/Berries,
3983,10002598,Coconut,Groceries/Fresh Products/Fresh Fruit/Coconut,
3984,10002599,Exotic Fruits,Groceries/Fresh Products/Fresh Fruit/Exotic Fruits,
3985,10002600,Grapes,Groceries/Fresh Products/Fresh Fruit/Grapes,
3986,10002601,Mangoes,Groceries/Fresh Products/Fresh Fruit/Mangoes,
3987,10002602,Melons,Groceries/Fresh Products/Fresh Fruit/Melons,
3988,10002603,Papaya,Groceries/Fresh Products/Fresh Fruit/Papaya,
3989,10002604,Pineapple,Groceries/Fresh Products/Fresh Fruit/Pineapple,
3990,10002612,Fruits,Groceries/Frozen/Vegetables & Fruits/Fruits,
3991,10002613,Vegetables,Groceries/Frozen/Vegetables & Fruits/Vegetables,
3992,10002616,Beef,Groceries/Frozen/Meat/Beef,
3993,10002617,Burger & Sausage,Groceries/Frozen/Meat/Burger & Sausage,
3994,10002618,Chicken,Groceries/Frozen/Meat/Chicken,
3995,10002619,Chicken Franks Nuggets,Groceries/Frozen/Meat/Chicken Franks Nuggets,
3996,10002620,Duck,Groceries/Frozen/Meat/Duck,
3997,10002621,Lamb,Groceries/Frozen/Meat/Lamb,
3998,10002623,Poultry,Groceries/Frozen/Meat/Poultry,
3999,10002624,Satay,Groceries/Frozen/Meat/Satay,
4000,10002625,Sliced Meat,Groceries/Frozen/Meat/Sliced Meat,
4001,10002626,Turkey,Groceries/Frozen/Meat/Turkey,
4002,10002627,Ice Cream,Groceries/Frozen/Ice Cream/Ice Cream,
4003,10002628,Frozen Yogurt,Groceries/Frozen/Ice Cream/Frozen Yogurt,
4004,10002629,Sorbet,Groceries/Frozen/Ice Cream/Sorbet,
4005,10002630,Breaded Seafood,Groceries/Frozen/Seafood/Breaded Seafood,
4006,10002631,Crabsticks & Fishballs,Groceries/Frozen/Seafood/Crabsticks & Fishballs,
4007,10002632,Fish & Fingers Cakes,Groceries/Frozen/Seafood/Fish & Fingers Cakes,
4008,10002633,Frozen Fish Fillet,Groceries/Frozen/Seafood/Frozen Fish Fillet,
4009,10002634,Frozen Shellfish,Groceries/Frozen/Seafood/Frozen Shellfish,
4010,10002635,Jelly Pudding,Groceries/Frozen/Frozen Desserts/Jelly Pudding,
4011,10002636,Soy Dessert,Groceries/Frozen/Frozen Desserts/Soy Dessert,
4012,10002637,Cakes,Groceries/Frozen/Frozen Desserts/Cakes,
4013,10002638,Sweet Pastries,Groceries/Frozen/Frozen Desserts/Sweet Pastries,
4014,10002639,Chilled Soup,Groceries/Frozen/Convenience Foods/Chilled Soup,
4015,10002640,Dim Sum,Groceries/Frozen/Convenience Foods/Dim Sum,
4016,10002641,Noodles,Groceries/Frozen/Convenience Foods/Noodles,
4017,10002642,Pizza,Groceries/Frozen/Convenience Foods/Pizza,
4018,10002643,Ready Meals,Groceries/Frozen/Convenience Foods/Ready Meals,
4019,10002644,Ready-to-Eat Meals,Groceries/Frozen/Convenience Foods/Ready-to-Eat Meals,
4020,10002645,Soups,Groceries/Frozen/Convenience Foods/Soups,
4021,10002646,Frozen Bread,Groceries/Frozen/Bread Bagels & Pancakes/Frozen Bread,
4022,10002647,Panckaes & Waffles,Groceries/Frozen/Bread Bagels & Pancakes/Panckaes & Waffles,
4023,10002648,Speciality Bread,Groceries/Frozen/Bread Bagels & Pancakes/Speciality Bread,
4024,10002666,Moisturizers,Health & Beauty/Skin Care/Dermacare/Moisturizers and Cream/Moisturizers,
4025,10002667,Night Cream,Health & Beauty/Skin Care/Dermacare/Moisturizers and Cream/Night Cream,
4026,10002668,Facial Oils,Health & Beauty/Skin Care/Dermacare/Moisturizers and Cream/Facial Oils,
4027,10002669,Neck & Decollete,Health & Beauty/Skin Care/Dermacare/Moisturizers and Cream/Neck & Decollete,
4028,10002670,Moisturizers,Health & Beauty/Men's Care/Skin Care/Moisturizers and Cream/Moisturizers,
4029,10002671,Night Cream,Health & Beauty/Men's Care/Skin Care/Moisturizers and Cream/Night Cream,
4030,10002672,Facial Oils,Health & Beauty/Men's Care/Skin Care/Moisturizers and Cream/Facial Oils,
4031,10002673,Razors,Health & Beauty/Men's Care/Shaving & Grooming/Razors & Blades/Razors,
4032,10002674,Blades & Cartridges,Health & Beauty/Men's Care/Shaving & Grooming/Razors & Blades/Blades & Cartridges,
4033,10002675,Toothbrush,Pet Supplies/Dog/Dental & Healthcare/Dental Care/Toothbrush,
4034,10002676,Mouthwash,Pet Supplies/Dog/Dental & Healthcare/Dental Care/Mouthwash,
4035,10002684,Stackers & Caddies,Mother & Baby/Diapering & Potty/Stackers & Caddies,
4036,10002686,Aromatherapy,Mother & Baby/Baby Personal Care/Aromatherapy,
4037,10002687,Bathing Tubs & Seats,Mother & Baby/Baby Personal Care/Bathing Tubs & Seats,
4038,10002688,Bubble Bath,Mother & Baby/Baby Personal Care/Bubble Bath,
4039,10002689,Shampoo & Conditioners,Mother & Baby/Baby Personal Care/Shampoo & Conditioners,
4040,10002690,Grooming & Healthcare Kits,Mother & Baby/Baby Personal Care/Grooming & Healthcare Kits,
4041,10002691,Non-Slip Bath Mats,Mother & Baby/Baby Personal Care/Non-Slip Bath Mats,
4042,10002694,Baby Colognes & Frangrances,Mother & Baby/Baby Personal Care/Baby Colognes & Frangrances,
4043,10002695,Travel Bathing Kits,Mother & Baby/Baby Personal Care/Travel Bathing Kits,
4044,10002697,Toothbrushes & Toothpaste,Mother & Baby/Baby Personal Care/Toothbrushes & Toothpaste,
4045,10002698,Sun Protection,Mother & Baby/Baby Personal Care/Sun Protection,
4046,10002699,Colic & Gas Relief,Mother & Baby/Baby Health Care/Colic & Gas Relief,
4047,10002700,Nail Care,Mother & Baby/Baby Health Care/Nail Care,
4048,10002701,Nasal Aspirators,Mother & Baby/Baby Health Care/Nasal Aspirators,
4049,10002702,Teethers,Mother & Baby/Baby Health Care/Teethers,
4050,10002703,Teething Relief,Mother & Baby/Baby Health Care/Teething Relief,
4051,10002704,Thermometers,Mother & Baby/Baby Health Care/Thermometers,
4052,10002705,Masks & Repellents,Mother & Baby/Baby Health Care/Masks & Repellents,
4053,10002706,Vitamins & Supplements,Mother & Baby/Baby Health Care/Vitamins & Supplements,
4054,10002707,Sanitizers,Mother & Baby/Baby Safety/Sanitizers,
4055,10002708,Bathroom Safety,Mother & Baby/Baby Safety/Bathroom Safety,
4056,10002709,Cabinet Locks & Straps,Mother & Baby/Baby Safety/Cabinet Locks & Straps,
4057,10002710,Crib Netting,Mother & Baby/Baby Safety/Crib Netting,
4058,10002711,Edge & Corner Guards,Mother & Baby/Baby Safety/Edge & Corner Guards,
4059,10002712,Electrical Safety,Mother & Baby/Baby Safety/Electrical Safety,
4060,10002713,Gates & Doorways,Mother & Baby/Baby Safety/Gates & Doorways,
4061,10002714,Monitors,Mother & Baby/Baby Safety/Monitors,
4062,10002715,Rails & Rail Guards,Mother & Baby/Baby Safety/Rails & Rail Guards,
4063,10002716,Safety Caps,Mother & Baby/Baby Safety/Safety Caps,
4064,10002717,Sleep Positioners,Mother & Baby/Baby Safety/Sleep Positioners,
4065,10002718,Travel Systems,Mother & Baby/Baby Gear/Travel Systems,
4066,10002721,Maternity Health,Mother & Baby/Maternity Care/Maternity Health,
4067,10002723,App-Enabled Toys,Toys & Games/Electronic Toys/App-Enabled Toys,
4068,10002724,Wooden Toys,Toys & Games/Learning & Education/Wooden Toys,
4069,10002725,STEM Toys,Toys & Games/Learning & Education/STEM Toys,
4070,10002727,Helicopters,Toys & Games/Remote Control & Play Vehicles/Helicopters,
4071,10002728,Fidget Spinners & Cubes,Toys & Games/Sports & Outdoor Play/Fidget Spinners & Cubes,
4072,10002729,Slime Toys,Toys & Games/Slime & Squishy Toys/Slime Toys,
4073,10002730,Squishy Toys,Toys & Games/Slime & Squishy Toys/Squishy Toys,
4074,10002737,Software,Digital Goods/Gaming Entertainment & Softwares/Software,
4075,10002738,Installation,Digital Goods/Home Services/Installation,
4076,10002739,Maintenance,Digital Goods/Home Services/Maintenance,
4077,10002740,Repair,Digital Goods/Home Services/Repair,
4078,10002741,Replacement,Digital Goods/Home Services/Replacement,
4079,10002742,Loyalty,Digital Goods/Home Services/Loyalty,
4080,10002746,Puree,Mother & Baby/Feeding/Baby & Toddler Foods/Puree,
4081,10002747,Bottle Care & Cleaning,Mother & Baby/Feeding/Bottle-Feeding/Bottle Care & Cleaning,
4082,10002748,Breast Pump Accessories,Mother & Baby/Feeding/Breastfeeding/Breast Pump Accessories,
4083,10002749,Breast Shells,Mother & Baby/Feeding/Breastfeeding/Breast Shells,
4084,10002750,Nipple Care,Mother & Baby/Feeding/Breastfeeding/Nipple Care,
4085,10002751,Wipes & Accessories,Mother & Baby/Feeding/Breastfeeding/Wipes & Accessories,
4086,10002752,Potty Chair,Mother & Baby/Diapering & Potty/Potty Training/Potty Chair,
4087,10002753,Potty Seats,Mother & Baby/Diapering & Potty/Potty Training/Potty Seats,
4088,10002754,Step Stools,Mother & Baby/Diapering & Potty/Potty Training/Step Stools,
4089,10002755,Lotions & Creams,Mother & Baby/Baby Personal Care/Skin Care/Lotions & Creams,
4090,10002756,Oils,Mother & Baby/Baby Personal Care/Skin Care/Oils,
4091,10002757,Powders,Mother & Baby/Baby Personal Care/Skin Care/Powders,
4092,10002758,Bar Soaps,"Mother & Baby/Baby Personal Care/Soaps, Cleansers & Bodywash/Bar Soaps",
4093,10002759,Body Wash,"Mother & Baby/Baby Personal Care/Soaps, Cleansers & Bodywash/Body Wash",
4094,10002760,Foaming Soaps,"Mother & Baby/Baby Personal Care/Soaps, Cleansers & Bodywash/Foaming Soaps",
4095,10002761,Hypoallergenic Cleansers,"Mother & Baby/Baby Personal Care/Soaps, Cleansers & Bodywash/Hypoallergenic Cleansers",
4096,10002762,No-Rinse Cleansers,"Mother & Baby/Baby Personal Care/Soaps, Cleansers & Bodywash/No-Rinse Cleansers",
4097,10002763,Hooded Towels,Mother & Baby/Baby Personal Care/Washcloths & Towels/Hooded Towels,
4098,10002764,Washcloths,Mother & Baby/Baby Personal Care/Washcloths & Towels/Washcloths,
4099,10002765,Kids Bag,Mother & Baby/Baby Gear/Kids Bags & Luggage/Kids Bag,
4100,10002766,Kids Luggage,Mother & Baby/Baby Gear/Kids Bags & Luggage/Kids Luggage,
4101,10002767,Maternity Dresses,Mother & Baby/Maternity Care/Maternity Wear/Maternity Dresses,
4102,10002768,Maternity Tops,Mother & Baby/Maternity Care/Maternity Wear/Maternity Tops,
4103,10002769,Matenity Bottoms,Mother & Baby/Maternity Care/Maternity Wear/Matenity Bottoms,
4104,10002770,Maternity Intimates,Mother & Baby/Maternity Care/Maternity Wear/Maternity Intimates,
4105,10002771,Maternity Swimwear,Mother & Baby/Maternity Care/Maternity Wear/Maternity Swimwear,
4106,10002772,Construction Tools,Toys & Games/Dress Up & Pretend Play/Playsets/Construction Tools,
4107,10002774,Housekeeping,Toys & Games/Dress Up & Pretend Play/Playsets/Housekeeping,
4108,10002775,Kitchen Toys,Toys & Games/Dress Up & Pretend Play/Playsets/Kitchen Toys,
4109,10002776,Magnet & Felt Playboards,Toys & Games/Dress Up & Pretend Play/Playsets/Magnet & Felt Playboards,
4110,10002777,Medical Kits,Toys & Games/Dress Up & Pretend Play/Playsets/Medical Kits,
4111,10002778,Money & Banking,Toys & Games/Dress Up & Pretend Play/Playsets/Money & Banking,
4112,10002779,Paper & Magnetic Dolls,Toys & Games/Dress Up & Pretend Play/Playsets/Paper & Magnetic Dolls,
4113,10002780,Stationery,Toys & Games/Learning & Education/Reading & Writing/Stationery,
4114,10002781,Swimming Pools,Toys & Games/Sports & Outdoor Play/Swimming Pool & Water Toys/Swimming Pools,
4115,10002782,Sprinklers & Water Slides,Toys & Games/Sports & Outdoor Play/Swimming Pool & Water Toys/Sprinklers & Water Slides,
4116,10002783,Sand & Water Tables,Toys & Games/Sports & Outdoor Play/Swimming Pool & Water Toys/Sand & Water Tables,
4117,10002784,"Water Tubes, Pool Loungers & Rafts","Toys & Games/Sports & Outdoor Play/Swimming Pool & Water Toys/Water Tubes, Pool Loungers & Rafts",
4118,10002785,Water Toys & Pool Games,Toys & Games/Sports & Outdoor Play/Swimming Pool & Water Toys/Water Toys & Pool Games,
4119,10002786,Body Boards & Kneeboards,Toys & Games/Sports & Outdoor Play/Swimming Pool & Water Toys/Body Boards & Kneeboards,
4120,10002787,Water Blaster & Soakers,Toys & Games/Sports & Outdoor Play/Swimming Pool & Water Toys/Water Blaster & Soakers,
4121,10002788,Starter Drones,Toys & Games/Remote Control & Play Vehicles/Drones & Accessories/Starter Drones,
4122,10002824,Stroller Toys,Mother & Baby/Baby Gear/Strollers/Accessories/Stroller Toys,
4123,10002825,Cooling Fans,Mother & Baby/Baby Gear/Strollers/Accessories/Cooling Fans,
4124,10002826,Seat Liner,Mother & Baby/Baby Gear/Strollers/Accessories/Seat Liner,
4125,10002827,Shield & Netting,Mother & Baby/Baby Gear/Strollers/Accessories/Shield & Netting,
4126,10002828,Organiser & Accessories,Mother & Baby/Baby Gear/Strollers/Accessories/Organiser & Accessories,
4127,10002829,Cash Registers,Toys & Games/Dress Up & Pretend Play/Playsets/Grocery Shopping/Cash Registers,
4128,10002830,Shopping Carts,Toys & Games/Dress Up & Pretend Play/Playsets/Grocery Shopping/Shopping Carts,
4129,10002866,Insurance,Digital Goods/Financial Services/Insurance,
4130,10002869,Docks & Stands,Mobiles & Tablets/Mobile Accessories/Docks & Stands,
4131,10002870,Car Chargers,Mobiles & Tablets/Mobile Accessories/Car Chargers,
4132,10002871,Fashion Mobile Accessories,Mobiles & Tablets/Mobile Accessories/Fashion Mobile Accessories,
4133,10002872,Stylus Pens,Mobiles & Tablets/Tablet Accessories/Stylus Pens,
4134,10002873,Cases & Covers,Mobiles & Tablets/Tablet Accessories/Cases & Covers,
4135,10002874,Keyboards,Mobiles & Tablets/Tablet Accessories/Keyboards,
4136,10002875,Wall Chargers,Mobiles & Tablets/Mobile Accessories/Wall Chargers,
4137,10002876,Wireless Chargers,Mobiles & Tablets/Mobile Accessories/Wireless Chargers,
4138,10002877,Selfie Sticks,Mobiles & Tablets/Mobile Accessories/Selfie Sticks,
4139,10002878,Phone Camera Flash Lights,Mobiles & Tablets/Mobile Accessories/Phone Camera Flash Lights,
4140,10002879,Uninterrupted Power Supply,Computers & Laptops/Computer Accessories/Uninterrupted Power Supply,
